Year,Country of origin,Country of origin (ISO),CountryOfAsylum,Country of asylum (ISO),RefugeesTotal
2012,Grenada,GRD,United States of America,USA,19
2012,Guatemala,GTM,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Guatemala,GTM,United States of America,USA,5174
2012,Guinea,GIN,Australia,AUS,8
2012,Guinea,GIN,United Kingdom of Great Britain and Northern Ireland,GBR,413
2012,Guinea,GIN,Netherlands (Kingdom of the),NLD,825
2012,Guinea,GIN,United States of America,USA,3643
2012,Guyana,GUY,United Kingdom of Great Britain and Northern Ireland,GBR,12
2012,Guyana,GUY,United States of America,USA,145
2012,Haiti,HTI,United States of America,USA,26849
2012,"China, Hong Kong SAR",HKG,United States of America,USA,6
2012,Honduras,HND,United Kingdom of Great Britain and Northern Ireland,GBR,16
2012,Honduras,HND,Netherlands (Kingdom of the),NLD,6
2012,Honduras,HND,United States of America,USA,1674
2012,Croatia,HRV,Australia,AUS,5
2012,Croatia,HRV,United Kingdom of Great Britain and Northern Ireland,GBR,16
2012,Croatia,HRV,Netherlands (Kingdom of the),NLD,23
2012,Croatia,HRV,United States of America,USA,60
2012,Hungary,HUN,United States of America,USA,27
2012,Cote d'Ivoire,CIV,Australia,AUS,6
2012,Cote d'Ivoire,CIV,United Kingdom of Great Britain and Northern Ireland,GBR,548
2012,Cote d'Ivoire,CIV,Netherlands (Kingdom of the),NLD,645
2012,Cote d'Ivoire,CIV,United States of America,USA,1842
2012,India,IND,Australia,AUS,196
2012,India,IND,United Kingdom of Great Britain and Northern Ireland,GBR,347
2012,India,IND,Netherlands (Kingdom of the),NLD,6
2012,India,IND,United States of America,USA,5041
2012,Indonesia,IDN,Australia,AUS,233
2012,Indonesia,IDN,United Kingdom of Great Britain and Northern Ireland,GBR,9
2012,Indonesia,IDN,Malaysia,MYS,901
2012,Indonesia,IDN,Netherlands (Kingdom of the),NLD,28
2012,Indonesia,IDN,United States of America,USA,4481
2012,Iran (Islamic Rep. of),IRN,Australia,AUS,3949
2012,Iran (Islamic Rep. of),IRN,United Kingdom of Great Britain and Northern Ireland,GBR,11433
2012,Iran (Islamic Rep. of),IRN,Malaysia,MYS,148
2012,Iran (Islamic Rep. of),IRN,Netherlands (Kingdom of the),NLD,3354
2012,Iran (Islamic Rep. of),IRN,United States of America,USA,4313
2012,Iraq,IRQ,Australia,AUS,2821
2012,Iraq,IRQ,United Kingdom of Great Britain and Northern Ireland,GBR,5755
2012,Iraq,IRQ,Malaysia,MYS,475
2012,Iraq,IRQ,Netherlands (Kingdom of the),NLD,18012
2012,Iraq,IRQ,United States of America,USA,4759
2012,Israel,ISR,Australia,AUS,36
2012,Israel,ISR,United Kingdom of Great Britain and Northern Ireland,GBR,12
2012,Israel,ISR,United States of America,USA,188
2012,Italy,ITA,United States of America,USA,27
2012,Jamaica,JAM,United Kingdom of Great Britain and Northern Ireland,GBR,472
2012,Jamaica,JAM,Netherlands (Kingdom of the),NLD,53
2012,Jamaica,JAM,United States of America,USA,340
2012,Jordan,JOR,Australia,AUS,77
2012,Jordan,JOR,United Kingdom of Great Britain and Northern Ireland,GBR,27
2012,Jordan,JOR,Malaysia,MYS,5
2012,Jordan,JOR,Netherlands (Kingdom of the),NLD,9
2012,Jordan,JOR,United States of America,USA,399
2012,Japan,JPN,Australia,AUS,5
2012,Japan,JPN,United States of America,USA,12
2012,Kazakhstan,KAZ,Australia,AUS,7
2012,Kazakhstan,KAZ,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Kazakhstan,KAZ,Netherlands (Kingdom of the),NLD,98
2012,Kazakhstan,KAZ,United States of America,USA,536
2012,Kenya,KEN,Australia,AUS,55
2012,Kenya,KEN,United Kingdom of Great Britain and Northern Ireland,GBR,469
2012,Kenya,KEN,Malaysia,MYS,5
2012,Kenya,KEN,Netherlands (Kingdom of the),NLD,32
2012,Kenya,KEN,United States of America,USA,2512
2012,Kyrgyzstan,KGZ,Australia,AUS,11
2012,Kyrgyzstan,KGZ,United Kingdom of Great Britain and Northern Ireland,GBR,21
2012,Kyrgyzstan,KGZ,Netherlands (Kingdom of the),NLD,64
2012,Kyrgyzstan,KGZ,United States of America,USA,626
2012,Rep. of Korea,KOR,Australia,AUS,37
2012,Rep. of Korea,KOR,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Rep. of Korea,KOR,Netherlands (Kingdom of the),NLD,5
2012,Rep. of Korea,KOR,United States of America,USA,31
2012,Dem. People's Rep. of Korea,PRK,Australia,AUS,29
2012,Dem. People's Rep. of Korea,PRK,United Kingdom of Great Britain and Northern Ireland,GBR,619
2012,Dem. People's Rep. of Korea,PRK,Netherlands (Kingdom of the),NLD,58
2012,Dem. People's Rep. of Korea,PRK,United States of America,USA,23
2012,Kuwait,KWT,Australia,AUS,39
2012,Kuwait,KWT,United Kingdom of Great Britain and Northern Ireland,GBR,584
2012,Kuwait,KWT,Netherlands (Kingdom of the),NLD,8
2012,Kuwait,KWT,United States of America,USA,74
2012,Lao People's Dem. Rep.,LAO,Australia,AUS,5
2012,Lao People's Dem. Rep.,LAO,Netherlands (Kingdom of the),NLD,33
2012,Lao People's Dem. Rep.,LAO,United States of America,USA,252
2012,Liberia,LBR,Australia,AUS,16
2012,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,307
2012,Liberia,LBR,Malaysia,MYS,10
2012,Liberia,LBR,Netherlands (Kingdom of the),NLD,431
2012,Liberia,LBR,United States of America,USA,2149
2012,Libya,LBY,Australia,AUS,127
2012,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,655
2012,Libya,LBY,Netherlands (Kingdom of the),NLD,309
2012,Libya,LBY,United States of America,USA,137
2012,Saint Lucia,LCA,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Saint Lucia,LCA,United States of America,USA,11
2012,Lebanon,LBN,Australia,AUS,315
2012,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,107
2012,Lebanon,LBN,Netherlands (Kingdom of the),NLD,46
2012,Lebanon,LBN,United States of America,USA,515
2012,Sri Lanka,LKA,Australia,AUS,2866
2012,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,4475
2012,Sri Lanka,LKA,Malaysia,MYS,2023
2012,Sri Lanka,LKA,Netherlands (Kingdom of the),NLD,644
2012,Sri Lanka,LKA,United States of America,USA,1252
2012,Lithuania,LTU,United Kingdom of Great Britain and Northern Ireland,GBR,7
2012,Lithuania,LTU,United States of America,USA,81
2012,Latvia,LVA,Australia,AUS,6
2012,Latvia,LVA,Netherlands (Kingdom of the),NLD,5
2012,Latvia,LVA,United States of America,USA,105
2012,Madagascar,MDG,United States of America,USA,17
2012,Mauritania,MRT,United Kingdom of Great Britain and Northern Ireland,GBR,9
2012,Mauritania,MRT,Netherlands (Kingdom of the),NLD,17
2012,Mauritania,MRT,United States of America,USA,1731
2012,North Macedonia,MKD,United Kingdom of Great Britain and Northern Ireland,GBR,83
2012,North Macedonia,MKD,Netherlands (Kingdom of the),NLD,10
2012,North Macedonia,MKD,United States of America,USA,187
2012,Monaco,MCO,United States of America,USA,5
2012,Rep. of Moldova,MDA,United Kingdom of Great Britain and Northern Ireland,GBR,162
2012,Rep. of Moldova,MDA,Netherlands (Kingdom of the),NLD,7
2012,Rep. of Moldova,MDA,United States of America,USA,906
2012,Maldives,MDV,Australia,AUS,5
2012,Maldives,MDV,United Kingdom of Great Britain and Northern Ireland,GBR,9
2012,Maldives,MDV,United States of America,USA,8
2012,Mexico,MEX,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Mexico,MEX,Netherlands (Kingdom of the),NLD,5
2012,Mexico,MEX,United States of America,USA,2352
2012,Mali,MLI,United Kingdom of Great Britain and Northern Ireland,GBR,13
2012,Mali,MLI,Netherlands (Kingdom of the),NLD,10
2012,Mali,MLI,United States of America,USA,949
2012,Malaysia,MYS,Australia,AUS,69
2012,Malaysia,MYS,United Kingdom of Great Britain and Northern Ireland,GBR,50
2012,Malaysia,MYS,Netherlands (Kingdom of the),NLD,8
2012,Malaysia,MYS,United States of America,USA,137
2012,Malawi,MWI,United Kingdom of Great Britain and Northern Ireland,GBR,171
2012,Malawi,MWI,United States of America,USA,40
2012,Montenegro,MNE,United States of America,USA,95
2012,Mongolia,MNG,Australia,AUS,49
2012,Mongolia,MNG,United Kingdom of Great Britain and Northern Ireland,GBR,83
2012,Mongolia,MNG,Netherlands (Kingdom of the),NLD,41
2012,Mongolia,MNG,United States of America,USA,844
2012,Morocco,MAR,Australia,AUS,18
2012,Morocco,MAR,United Kingdom of Great Britain and Northern Ireland,GBR,91
2012,Morocco,MAR,Netherlands (Kingdom of the),NLD,15
2012,Morocco,MAR,United States of America,USA,117
2012,Mozambique,MOZ,Australia,AUS,5
2012,Mozambique,MOZ,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Malta,MLT,United States of America,USA,5
2012,Mauritius,MUS,United Kingdom of Great Britain and Northern Ireland,GBR,25
2012,Mauritius,MUS,United States of America,USA,16
2012,Myanmar,MMR,Australia,AUS,534
2012,Myanmar,MMR,United Kingdom of Great Britain and Northern Ireland,GBR,863
2012,Myanmar,MMR,Malaysia,MYS,84671
2012,Myanmar,MMR,Netherlands (Kingdom of the),NLD,795
2012,Myanmar,MMR,United States of America,USA,2739
2012,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Namibia,NAM,Netherlands (Kingdom of the),NLD,5
2012,Namibia,NAM,United States of America,USA,41
2012,Nepal,NPL,Australia,AUS,196
2012,Nepal,NPL,United Kingdom of Great Britain and Northern Ireland,GBR,119
2012,Nepal,NPL,Malaysia,MYS,7
2012,Nepal,NPL,Netherlands (Kingdom of the),NLD,385
2012,Nepal,NPL,United States of America,USA,5121
2012,Netherlands (Kingdom of the),NLD,Netherlands (Kingdom of the),NLD,5
2012,Netherlands (Kingdom of the),NLD,United States of America,USA,12
2012,Niger,NER,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Niger,NER,Netherlands (Kingdom of the),NLD,43
2012,Niger,NER,United States of America,USA,219
2012,Nicaragua,NIC,United States of America,USA,424
2012,Nigeria,NGA,Australia,AUS,116
2012,Nigeria,NGA,United Kingdom of Great Britain and Northern Ireland,GBR,1166
2012,Nigeria,NGA,Netherlands (Kingdom of the),NLD,213
2012,Nigeria,NGA,United States of America,USA,719
2012,Niue,NIU,United States of America,USA,10
2012,New Zealand,NZL,Australia,AUS,5
2012,Oman,OMN,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Pakistan,PAK,Australia,AUS,1957
2012,Pakistan,PAK,United Kingdom of Great Britain and Northern Ireland,GBR,4751
2012,Pakistan,PAK,Malaysia,MYS,96
2012,Pakistan,PAK,Netherlands (Kingdom of the),NLD,249
2012,Pakistan,PAK,United States of America,USA,3105
2012,Panama,PAN,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Panama,PAN,United States of America,USA,32
2012,Paraguay,PRY,United States of America,USA,28
2012,Peru,PER,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Peru,PER,Netherlands (Kingdom of the),NLD,9
2012,Peru,PER,United States of America,USA,1091
2012,Philippines,PHL,Australia,AUS,29
2012,Philippines,PHL,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Philippines,PHL,Netherlands (Kingdom of the),NLD,15
2012,Philippines,PHL,United States of America,USA,271
2012,Papua New Guinea,PNG,Australia,AUS,172
2012,Poland,POL,United Kingdom of Great Britain and Northern Ireland,GBR,51
2012,Poland,POL,United States of America,USA,56
2012,Portugal,PRT,United States of America,USA,10
2012,Qatar,QAT,United States of America,USA,9
2012,Romania,ROU,Australia,AUS,14
2012,Romania,ROU,United Kingdom of Great Britain and Northern Ireland,GBR,233
2012,Romania,ROU,Netherlands (Kingdom of the),NLD,13
2012,Romania,ROU,United States of America,USA,635
2012,South Africa,ZAF,Australia,AUS,32
2012,South Africa,ZAF,United Kingdom of Great Britain and Northern Ireland,GBR,119
2012,South Africa,ZAF,United States of America,USA,95
2012,Russian Federation,RUS,Australia,AUS,83
2012,Russian Federation,RUS,United Kingdom of Great Britain and Northern Ireland,GBR,1106
2012,Russian Federation,RUS,Malaysia,MYS,5
2012,Russian Federation,RUS,Netherlands (Kingdom of the),NLD,880
2012,Russian Federation,RUS,United States of America,USA,6714
2012,Rwanda,RWA,Australia,AUS,27
2012,Rwanda,RWA,United Kingdom of Great Britain and Northern Ireland,GBR,431
2012,Rwanda,RWA,Netherlands (Kingdom of the),NLD,363
2012,Rwanda,RWA,United States of America,USA,946
2012,El Salvador,SLV,Australia,AUS,5
2012,El Salvador,SLV,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,El Salvador,SLV,United States of America,USA,6037
2012,Saudi Arabia,SAU,Australia,AUS,37
2012,Saudi Arabia,SAU,United Kingdom of Great Britain and Northern Ireland,GBR,37
2012,Saudi Arabia,SAU,Netherlands (Kingdom of the),NLD,20
2012,Saudi Arabia,SAU,United States of America,USA,133
2012,Senegal,SEN,Australia,AUS,5
2012,Senegal,SEN,United Kingdom of Great Britain and Northern Ireland,GBR,42
2012,Senegal,SEN,Netherlands (Kingdom of the),NLD,16
2012,Senegal,SEN,United States of America,USA,360
2012,Seychelles,SYC,United States of America,USA,15
2012,Singapore,SGP,United States of America,USA,28
2012,Sierra Leone,SLE,Australia,AUS,33
2012,Sierra Leone,SLE,United Kingdom of Great Britain and Northern Ireland,GBR,640
2012,Sierra Leone,SLE,Malaysia,MYS,5
2012,Sierra Leone,SLE,Netherlands (Kingdom of the),NLD,1000
2012,Sierra Leone,SLE,United States of America,USA,1017
2012,Solomon Islands,SLB,Australia,AUS,16
2012,Somalia,SOM,Australia,AUS,66
2012,Somalia,SOM,United Kingdom of Great Britain and Northern Ireland,GBR,15134
2012,Somalia,SOM,Malaysia,MYS,929
2012,Somalia,SOM,Netherlands (Kingdom of the),NLD,16286
2012,Somalia,SOM,United States of America,USA,2412
2012,Spain,ESP,United States of America,USA,14
2012,Serbia and Kosovo: S/RES/1244 (1999),SRB,Australia,AUS,80
2012,Serbia and Kosovo: S/RES/1244 (1999),SRB,United Kingdom of Great Britain and Northern Ireland,GBR,2328
2012,Serbia and Kosovo: S/RES/1244 (1999),SRB,Netherlands (Kingdom of the),NLD,565
2012,Serbia and Kosovo: S/RES/1244 (1999),SRB,United States of America,USA,1791
2012,Viet Nam,VNM,Australia,AUS,88
2012,Viet Nam,VNM,United Kingdom of Great Britain and Northern Ireland,GBR,908
2012,Viet Nam,VNM,Malaysia,MYS,9
2012,Viet Nam,VNM,Netherlands (Kingdom of the),NLD,28
2012,Viet Nam,VNM,United States of America,USA,265
2012,South Sudan,SSD,United States of America,USA,5
2012,Stateless,XXA,Australia,AUS,1433
2012,Stateless,XXA,United Kingdom of Great Britain and Northern Ireland,GBR,727
2012,Stateless,XXA,Netherlands (Kingdom of the),NLD,622
2012,Stateless,XXA,United States of America,USA,1052
2012,Sudan,SDN,Australia,AUS,49
2012,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,3750
2012,Sudan,SDN,Malaysia,MYS,78
2012,Sudan,SDN,Netherlands (Kingdom of the),NLD,1233
2012,Sudan,SDN,United States of America,USA,1427
2012,Suriname,SUR,United States of America,USA,5
2012,Slovakia,SVK,Netherlands (Kingdom of the),NLD,8
2012,Slovakia,SVK,United States of America,USA,23
2012,Slovenia,SVN,United States of America,USA,11
2012,Eswatini,SWZ,United Kingdom of Great Britain and Northern Ireland,GBR,15
2012,Eswatini,SWZ,United States of America,USA,5
2012,Sweden,SWE,United States of America,USA,11
2012,Syrian Arab Rep.,SYR,Australia,AUS,204
2012,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,1717
2012,Syrian Arab Rep.,SYR,Malaysia,MYS,5
2012,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,1449
2012,Syrian Arab Rep.,SYR,United States of America,USA,1425
2012,United Rep. of Tanzania,TZA,Australia,AUS,9
2012,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,84
2012,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,5
2012,United Rep. of Tanzania,TZA,United States of America,USA,168
2012,Turks and Caicos Islands,TCA,United States of America,USA,14
2012,Thailand,THA,Australia,AUS,17
2012,Thailand,THA,United Kingdom of Great Britain and Northern Ireland,GBR,25
2012,Thailand,THA,Malaysia,MYS,12
2012,Thailand,THA,United States of America,USA,29
2012,Tajikistan,TJK,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,56
2012,Tajikistan,TJK,United States of America,USA,186
2012,Turkmenistan,TKM,United Kingdom of Great Britain and Northern Ireland,GBR,37
2012,Turkmenistan,TKM,Netherlands (Kingdom of the),NLD,20
2012,Turkmenistan,TKM,United States of America,USA,295
2012,Timor-Leste,TLS,Australia,AUS,8
2012,Togo,TGO,Australia,AUS,5
2012,Togo,TGO,United Kingdom of Great Britain and Northern Ireland,GBR,48
2012,Togo,TGO,Netherlands (Kingdom of the),NLD,157
2012,Togo,TGO,United States of America,USA,2048
2012,Tonga,TON,Australia,AUS,11
2012,Trinidad and Tobago,TTO,United Kingdom of Great Britain and Northern Ireland,GBR,22
2012,Trinidad and Tobago,TTO,Netherlands (Kingdom of the),NLD,5
2012,Trinidad and Tobago,TTO,United States of America,USA,62
2012,Tunisia,TUN,Australia,AUS,10
2012,Tunisia,TUN,United Kingdom of Great Britain and Northern Ireland,GBR,32
2012,Tunisia,TUN,Netherlands (Kingdom of the),NLD,38
2012,Tunisia,TUN,United States of America,USA,36
2012,Türkiye,TUR,Australia,AUS,311
2012,Türkiye,TUR,United Kingdom of Great Britain and Northern Ireland,GBR,4171
2012,Türkiye,TUR,Netherlands (Kingdom of the),NLD,499
2012,Türkiye,TUR,United States of America,USA,496
2012,United Arab Emirates,ARE,Australia,AUS,5
2012,United Arab Emirates,ARE,United Kingdom of Great Britain and Northern Ireland,GBR,7
2012,United Arab Emirates,ARE,United States of America,USA,30
2012,Uganda,UGA,Australia,AUS,43
2012,Uganda,UGA,United Kingdom of Great Britain and Northern Ireland,GBR,1269
2012,Uganda,UGA,Netherlands (Kingdom of the),NLD,230
2012,Uganda,UGA,United States of America,USA,1231
2012,Unknown ,UNK,Australia,AUS,178
2012,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,34252
2012,Unknown ,UNK,Netherlands (Kingdom of the),NLD,3665
2012,Unknown ,UNK,United States of America,USA,1681
2012,Ukraine,UKR,Australia,AUS,26
2012,Ukraine,UKR,United Kingdom of Great Britain and Northern Ireland,GBR,192
2012,Ukraine,UKR,Netherlands (Kingdom of the),NLD,74
2012,Ukraine,UKR,United States of America,USA,1411
2012,Uruguay,URY,United States of America,USA,15
2012,United States of America,USA,Australia,AUS,9
2012,United States of America,USA,United Kingdom of Great Britain and Northern Ireland,GBR,14
2012,Uzbekistan,UZB,Australia,AUS,30
2012,Uzbekistan,UZB,United Kingdom of Great Britain and Northern Ireland,GBR,52
2012,Uzbekistan,UZB,Netherlands (Kingdom of the),NLD,195
2012,Uzbekistan,UZB,United States of America,USA,1687
2012,Saint Vincent and the Grenadines,VCT,United Kingdom of Great Britain and Northern Ireland,GBR,5
2012,Saint Vincent and the Grenadines,VCT,United States of America,USA,5
2012,Venezuela (Bolivarian Republic of),VEN,Australia,AUS,9
